Word,Count,Positive TFIDF,Neutral TFIDF,Negative TFIDF
kulkata,1,1,1.00208905,1
kumbati,1,1,1,1.002150463
kumbinsidu,1,1,1.001131671,1
kumpaniya,2,1,1.001580847,1
kumplitung,1,1,1,1.002340689
kung,6,1,1.001696487,1.002376502
kungrisista,2,1.00344866,1.001314029,1
kungrisu,3,1.004694908,1.001314029,1.002112417
kunik,1,1,1.001184859,1
kunsidirasy,1,1,1.001438032,1
kunsigrah,3,1,1.001958683,1
kuntrabandu,1,1,1.001245138,1
kuntrah,1,1,1,1.00291137
kuntrata,1,1,1.001131671,1
kuntrubirsiyal,1,1,1,1.002259164
kurakut,2,1,1.001131671,1.002454825
kurapsy,5,1,1.001315324,1.00289995
kurti,4,1.003753656,1.001548801,1
kusina,2,1,1.001737806,1
kuwang,1,1,1.001173122,1
kuyug,1,1,1.001187555,1
kwarta,1,1.003531743,1,1
labaw,3,1.003892866,1.001314029,1
labay,1,1,1,1.00209126
labid,1,1,1.001071835,1
labing,3,1.00344866,1.001159025,1.001950224
labut,4,1,1.001682437,1.001950224
lacs,9,1.004330425,1.001863283,1.002150463
lagda,2,1.003365577,1,1.002340689
lagi,1,1,1.001546535,1
lagru,1,1,1.001078733,1
lagruh,1,1,1.001314029,1
laing,4,1,1.00207146,1
lainlain,1,1,1.001438032,1
lakip,1,1,1.00106239,1
lalawig,1,1,1,1.002259164
lalim,1,1,1,1.002150463
lalis,1,1,1,1.00519409
lambigit,3,1,1.001446358,1
lami,2,1,1.001411875,1
lamiang,2,1,1.002249232,1
lang,27,1.004576717,1.002920116,1.006069453
langkub,1,1,1.001546535,1
lapad,2,1,1.001190802,1.0020334
lapulapu,2,1,1.001514622,1
larribirt,1,1,1.001071835,1
lata,2,1,1.001657757,1
laumang,1,1,1.001131671,1
lawum,1,1,1,1.0020334
lich,6,1.003994664,1,1.002922336
lichunan,1,1,1,1.002340689
lictiuns,4,1.003745386,1.001510045,1
lidiratu,1,1.003587132,1,1
ligal,2,1,1.001275278,1.002259164
ligung,1,1,1,1.001925649
lihay,1,1,1,1.0020334
lihuk,1,1,1.001275278,1
liksiy,4,1,1.001457633,1.002613292
liksy,1,1,1,1.002055349
limpiyu,2,1,1.00121766,1
limpyu,2,1,1,1.003095168
limt,1,1,1,1.002259164
lina,2,1,1.001393149,1
linaw,1,1.004279492,1,1
lingkud,1,1,1,1.002198019
linibu,1,1,1.001131671,1
lisud,1,1.003864076,1,1
litar,2,1,1.001380723,1
lubngan,1,1,1.001314029,1
lubung,1,1,1,1.002055349
lugarta,1,1,1.001081523,1
lukah,1,1,1,1.002112417
lukat,3,1.004279492,1,1.00235382
lunis,1,1,1.001314029,1
lunita,1,1,1.001131671,1
lupiz,1,1,1.001365697,1
lusad,1,1,1,1.002081289
lutu,1,1.003745386,1,1
luurdis,1,1,1.001438032,1
lvira,1,1,1.001071835,1
lyunis,1,1.003326479,1,1
mantsah,1,1,1.001124579,1
matay,3,1,1.002124711,1.00234826
mbala,1,1,1.001071835,1
mbistigasy,3,1.003745386,1.001324218,1
mbua,1,1,1.001081523,1
minti,1,1,1.001245138,1
mpiksy,1,1,1.001221026,1
mpliyadu,1,1.003587132,1,1
mpurtasy,1,1.003531743,1,1
mudagh,1,1,1.001314029,1
mudawat,1,1,1.001275278,1
mudilu,1,1,1.001090823,1
mudipinsa,1,1,1.001221026,1
mudiritsu,1,1,1.001245138,1
mudirnu,1,1,1.001124579,1
mugamit,1,1,1.001314029,1
mugawas,1,1,1,1.001960236
muhatag,1,1,1.001365697,1
muhukum,1,1,1,1.00291137
muing,1,1,1,1.002112417
muiskwila,1,1,1,1.002340689
mukita,1,1,1,1.002454825
mukuyug,1,1,1.001314029,1
mumartsa,2,1,1.001457633,1
mung,1,1,1,1.002163081
munumintu,1,1,1.001221026,1
mupahibalu,1,1,1.001221026,1
mupasiugda,1,1.003326479,1,1
mupatum,1,1.004030242,1,1
murag,1,1,1,1.00291137
musaka,1,1,1,1.002112417
musangat,1,1.003864076,1,1
musugut,1,1,1,1.0020334
musukul,3,1.003656368,1,1.002830136
musunud,2,1,1.001502105,1
mutabang,3,1.003864076,1.001478387,1
mutambung,1,1,1.001131671,1
mutibu,1,1,1,1.001918882
mutugpa,1,1,1.001221026,1
mutum,2,1,1,1.002974699
mutuu,2,1,1,1.002573136
muubsirbar,1,1,1,1.002454825
muunay,1,1,1.001221026,1
narbahu,1,1,1.001314029,1
nbistigasy,1,1,1,1.0020334
ndaui,1,1,1.001245138,1
nday,1,1,1.001201299,1
ndipindincia,1,1,1.001221026,1
nfurcir,2,1.004030242,1,1.002340689
ngaayu,1,1,1.001314029,1
ngadtu,8,1.003938109,1.001656277,1.002570664
ngaging,2,1,1,1.002420542
ngal,2,1,1.001385329,1
ngalagad,1,1,1.001314029,1
nganu,2,1,1.001527431,1
nganung,4,1.004279492,1.001727373,1.002830136
ngataki,1,1,1,1.002112417
ngau,1,1,1.001131671,1
nggagawa,1,1,1.001159025,1
nggang,1,1,1.001201299,1
ngganyu,1,1,1.001245138,1
nghakut,1,1,1,1.002081289
nghinaut,2,1,1.001737806,1
nginahangl,1,1,1.001090823,1
nglis,2,1.004030242,1,1.002340689
ngriklamu,1,1,1,1.0020334
ngunay,1,1.003587132,1,1
ngung,1,1,1,1.001950224
ngutana,1,1,1.001124163,1
nkasu,1,1,1,1.0020334
npurmasy,2,1.003587132,1.001365697,1
ntaw,1,1,1.001377584,1
ntigu,1,1.00344866,1,1
ntika,1,1,1.001148691,1
nting,1,1,1.001173822,1
ntiris,1,1,1.001184859,1
ntirnit,1,1,1.001245138,1
ntrah,1,1,1.001438032,1
nukad,1,1,1.001546535,1
nuktuk,1,1,1.001245138,1
numanu,1,1,1.001438032,1
nuudlis,1,1.003587132,1,1
nyung,1,1,1,1.00348205
nyur,1,1,1.001201299,1
paabut,2,1.003531743,1.001148691,1
paambit,1,1,1.001314029,1
pabarug,3,1,1.001830741,1
paday,1,1.003344806,1,1
padayung,1,1,1.001201299,1
padulung,3,1,1.001583798,1
paduul,1,1.003416705,1,1
pahibawu,2,1,1.001502105,1
pahigay,4,1,1.001703836,1
pahimangnu,1,1,1,1.002198019
pahunung,1,1.003745386,1,1
pakauwaw,1,1,1.001159025,1
pakigbatuk,2,1,1.001275278,1.001918882
pakigbisug,1,1,1.001221026,1
pakita,2,1,1.001221026,1.001918882
pakuyug,4,1,1.001834157,1.00291137
pakyas,2,1,1.001170948,1.002081289
palabi,1,1,1.001184859,1
palagput,2,1.003531743,1.001124579,1
palami,1,1,1.001170948,1
palayu,1,1,1,1.002081289
palibut,1,1,1.001221026,1
palpak,1,1,1,1.002131416
palusut,2,1.003326479,1,1.0020334
pamaagi,1,1.00344866,1,1
pamahayag,1,1,1.001201299,1
pamantala,1,1.003587132,1,1
pamatuud,1,1,1,1.002626029
pamiluk,1,1,1,1.002454825
pamilya,2,1,1.001395415,1.001918882
pamilyang,2,1,1.001626626,1
pampi,1,1,1.001245138,1
pamulung,1,1,1.001314029,1
panabaku,1,1,1.001221026,1
panagiya,1,1,1.001184859,1
panah,2,1,1.001221026,1.002112417
panamin,1,1,1.001090823,1
pananglit,2,1.003587132,1.001365697,1
panawag,2,1,1.00141453,1
panfilu,2,1.003847623,1,1
pangagda,1,1,1.001438032,1
pangakusah,1,1,1.001221026,1
pangandam,3,1,1.001207283,1.002131416
pangandamam,1,1,1,1.002626029
panganduy,1,1,1,1.002454825
pangawat,1,1,1,1.002112417
pangdapat,1,1,1.001201299,1
pangka,1,1,1.001221026,1
panglabay,1,1,1,1.0020334
pangpangrunda,1,1,1.001365697,1
pangtakda,1,1,1.001131671,1
pangulu,1,1.003656368,1,1
panguluh,2,1,1.001201299,1.002055349
pangunay,1,1,1.001438032,1
pangurakut,1,1,1.001184859,1
pangutana,6,1,1.002195003,1.0020334
panguwarta,1,1.003531743,1,1
panimalay,2,1,1.001844538,1
panlaktud,1,1.003326479,1,1
panlantaw,1,1,1.001314029,1
panuburnu,1,1,1,1.002454825
papas,1,1,1.001124579,1
papil,1,1,1.001377584,1
papilis,1,1,1,1.002198019
parat,1,1,1.001128542,1
parihas,1,1,1.001314029,1
parilibu,1,1.003745386,1,1
parilibuh,1,1,1,1.002055349
parking,1,1,1,1.0020334
partidu,1,1,1.001159025,1
parujinug,1,1,1.001201299,1
parukya,1,1,1.001112523,1
pasabut,5,1,1.001553602,1.002801838
pasaka,1,1,1.001113892,1
pasalig,2,1.003326479,1,1.001925649
pasanginl,2,1,1.001184859,1.001960236
pasar,4,1.003745386,1.002232022,1
pasaylu,3,1.004119083,1,1.00348205
pasida,1,1,1,1.002112417
pasilung,1,1,1.001546535,1
pasirad,2,1.00552574,1,1.002259164
patatas,1,1,1.001148691,1
patay,4,1,1.001201299,1.002743006
patum,2,1.00364744,1,1
paturagas,1,1,1.001221026,1
paulu,4,1,1.001360604,1.002123834
payuhut,1,1.003531743,1,1
phillip,1,1,1.001365697,1
pidru,1,1,1.001221026,1
piktu,2,1,1.001611061,1
pildi,2,1,1.001269544,1
pilipinas,1,1,1.001112523,1
pilipinu,1,1,1.001201299,1
pinawin,1,1,1.001071835,1
piniritu,1,1,1.001148691,1
pipila,3,1.003531743,1,1.002123834
pirsunal,1,1.003587132,1,1
piru,5,1,1.001522859,1.002362162
pisticidis,1,1,1.001201299,1
pisus,2,1,1,1.002420542
pitsa,1,1,1.001159025,1
plantir,1,1.003656368,1,1
planu,2,1,1.001148691,1.002454825
priparar,1,1,1,1.0020334
pris,3,1,1.001199537,1.001968818
prisidinti,7,1,1.00195321,1.002314466
prisinta,1,1,1.001148691,1
prisintar,2,1.003531743,1,1.00209126
prisintasy,1,1,1,1.001960236
prisirvativis,1,1,1.001170948,1
priskung,2,1.004196643,1,1
pruduktu,1,1,1,1.002626029
prutihir,1,1.00344866,1,1
prutista,4,1,1.001347369,1.002300073
pruyiktu,3,1,1.001779071,1
publiku,1,1.003587132,1,1
publisidad,1,1,1.001201299,1
pugng,1,1,1.001365697,1
pukim,2,1.003365577,1.001275278,1
puli,1,1,1.001161938,1
pulis,12,1.003886403,1.003184598,1.003378279
pulitiku,1,1,1,1.002081289
pulus,2,1,1.001314029,1.002198019
pumucinu,1,1,1.001071835,1
punit,1,1,1,1.002112417
punta,1,1,1.001131671,1
punung,1,1,1.001201299,1
purnada,2,1,1,1.002761297
purts,1,1,1.001170948,1
puru,1,1,1.001365697,1
pusas,1,1,1,1.002454825
pusibli,1,1,1,1.002454825
pusil,1,1.003656368,1,1
pust,1,1,1.001170948,1
putla,1,1.003745386,1,1
putulputul,1,1.003531743,1,1
puyu,1,1,1,1.002259164
radyu,1,1.003587132,1,1
raiding,1,1,1.001314029,1
rali,2,1,1.001270852,1.0020334
rapung,1,1,1.001201299,1
rardu,1,1,1.001071835,1
raval,1,1,1.001071835,1
rcillana,1,1,1.001081523,1
rcus,3,1,1.001247308,1.002055349
ribily,1,1,1,1.00291137
ricu,1,1,1,1.001968818
ricus,6,1.003994664,1,1.00301272
rigalu,1,1,1,1.002198019
rikisitus,1,1,1,1.002081289
risgu,1,1,1.001170948,1
risi,1,1,1,1.002043371
rispunsabilidad,1,1.003587132,1,1
risulta,1,1,1.001148691,1
ritiradung,1,1,1.001314029,1
ritis,1,1,1.001071835,1
riyalidad,1,1,1.001184859,1
riynaldu,1,1,1.001201299,1
rtial,1,1,1,1.00291137
ruadshuw,1,1,1.001159025,1
rubin,1,1,1.001081523,1
rudrigu,3,1,1.00126344,1.001918882
rudy,2,1,1,1.002423984
rufinu,1,1.00344866,1,1
rulandu,1,1,1,1.001950224
rumanu,1,1,1,1.002055349
runda,1,1,1.001190802,1
rusariu,2,1,1.001485125,1
ruzzanu,1,1.00344866,1,1
sabatir,1,1,1.001081523,1
sabut,1,1.003531743,1,1
sabutahi,1,1,1.001131671,1
sagul,1,1,1.001170948,1
sagup,1,1,1,1.002340689
sakit,4,1,1.001636715,1
sakmit,1,1,1,1.002131416
saksi,2,1,1,1.002830136
saktu,1,1.003656368,1,1
sakup,5,1.003531743,1.001365697,1.00274712
sama,5,1.003656368,1.003805747,1.002340689
samut,1,1.003864076,1,1
sangab,1,1,1.001170948,1
sangku,2,1,1.003174078,1.0020334
sanlakas,2,1,1.001624037,1
santa,2,1,1.001398338,1
santus,7,1,1.001522084,1.002916486
sanu,2,1,1.001737806,1
sapa,1,1,1,1.0020334
sardinas,1,1.003587132,1,1
sayang,1,1.004279492,1,1
sayr,2,1.003587132,1.001221026,1
sayud,1,1,1.001438032,1
sayup,2,1.003587132,1.001314029,1
scariu,1,1,1,1.0020334
shabu,5,1,1.001365697,1.002663491
sidinti,1,1,1.00108176,1
siguridad,1,1,1.001438032,1
siguru,1,1,1.001438032,1
sikritu,1,1,1,1.0020334
sila,22,1.004248785,1.003270239,1.003642042
silang,2,1,1,1.002420542
silay,1,1,1.001438032,1
silibrasy,1,1,1.001131671,1
siling,1,1,1,1.0020334
simana,1,1.003864076,1,1
simbah,1,1,1.001315324,1
simbahang,1,1,1.001090823,1
sinadu,8,1.003440433,1.001993996,1.002813938
sinadur,5,1.003531743,1.001336077,1.00211812
singkasing,1,1.003711893,1,1
sintru,2,1.003864076,1.001201299,1
siptimbri,1,1,1.001148691,1
siptiyimbri,4,1,1.001605547,1
sirinu,3,1.003531743,1.001511,1
siryusung,1,1,1,1.001925649
sistima,5,1.003892866,1.001626626,1.002626029
sitiu,3,1,1.002560535,1
sitwasy,3,1,1.002328652,1
sivilla,1,1,1.001365697,1
siyag,1,1,1,1.00291137
siyam,2,1,1.001727373,1
siyay,2,1,1,1.002144585
skina,1,1,1,1.0020334
skwilah,2,1,1.001245138,1.002340689
smugglid,1,1,1,1.002454825
spanya,1,1,1.001112523,1
spinidu,3,1.004279492,1.00208905,1.002259164
spinu,3,1.003656368,1.001221026,1.00234826
spinusa,2,1,1,1.002490868
ssiunariis,1,1,1.001314029,1
statuwa,1,1,1.001131671,1
strilla,1,1,1.001071835,1
studyanti,2,1,1.001201299,1.002150463
sturya,1,1,1.001546535,1
subay,1,1,1.001546535,1
subrang,1,1,1.001221026,1
suburnu,2,1,1.001081523,1.002198019
sugbu,20,1.004458407,1.002294918,1.00410358
sugbuan,2,1,1.001360604,1
sugd,2,1,1.001408714,1
sugu,1,1,1.001221026,1
sugyut,1,1,1.001124579,1
suhitu,1,1.004279492,1,1
sukul,1,1.003656368,1,1
sulbad,2,1.003531743,1,1.002626029
sulidu,1,1,1,1.001960236
sulir,3,1.003745386,1.001245138,1.002112417
sulti,1,1,1.001365697,1
sulud,6,1,1.00136762,1.00289995
sumbag,1,1,1.001275278,1
sumpu,2,1,1.001345476,1
sund,1,1,1.001184859,1
sundalu,1,1,1,1.002081289
sunud,6,1,1.002256923,1.0020334
sunudsunud,1,1,1.001201299,1
sunug,5,1,1.001438032,1.00312551
supt,2,1,1.001221026,1.002454825
susi,2,1.003531743,1,1.002259164
suta,1,1,1,1.002340689
suuka,1,1,1.001314029,1
suwat,1,1,1.001245138,1
suway,2,1,1.001184859,1.0020334
syudad,2,1,1.001546535,1.002259164
taas,2,1.003745386,1.001128542,1
tabang,4,1.003440433,1.001320709,1
taga,3,1,1.001407275,1.002059135
tagad,2,1,1.001459002,1
tagana,1,1,1,1.0020334
tagdumala,1,1,1.001546535,1
tagiya,2,1,1.001245138,1.002081289
taguba,3,1,1.001457633,1
tahas,1,1,1.001546535,1
takda,1,1.003531743,1,1
talamb,1,1,1,1.002259164
taliu,1,1,1.001071835,1
talus,1,1,1.001071835,1
tambayayung,1,1,1.001159025,1
tambuk,1,1,1.001221026,1
tamd,1,1.003587132,1,1
tanang,5,1.003889939,1.001124579,1.002081289
tanawa,1,1,1,1.0020334
tanggung,2,1.004279492,1,1
tangkud,1,1,1.001245138,1
tanyag,1,1,1.001245138,1
tapt,1,1,1.001201299,1
tarung,2,1.008123113,1,1
tatad,1,1,1.001081523,1
tawag,3,1,1.001170948,1.002974699
tawu,7,1.00360096,1.002152788,1.002150463
tibuuk,4,1,1.001737806,1.002472171
tigdipinsa,1,1,1,1.002198019
tighatag,1,1,1.001081523,1
tigum,1,1.003531743,1,1
tiijay,1,1,1.001081523,1
tilibisy,1,1.003587132,1,1
tima,1,1,1.001082299,1
timilimi,1,1,1.001365697,1
tindah,1,1,1.001159025,1
tinguha,1,1.003416705,1,1
tinsy,1,1,1,1.0020334
tinubd,2,1.003531743,1.001438032,1
tinudanay,1,1,1,1.001918882
tinugyan,1,1,1,1.002198019
tinuud,4,1,1.001526247,1.002198019
tinuuray,1,1.003531743,1,1
tirisa,4,1,1.001986855,1
tirisi,1,1,1.001314029,1
tita,1,1,1.001081523,1
tiufilu,1,1,1.001201299,1
tivis,1,1,1,1.002626029
tiwas,1,1.003531743,1,1
tizins,1,1,1.001270852,1
trabahu,5,1.003679957,1.001764444,1
trabahua,1,1,1.001727373,1
trak,1,1,1,1.0020334
trampas,1,1,1,1.002626029
transaksiy,2,1.003612092,1,1
transfat,1,1,1.001148691,1
transhipmint,1,1,1,1.002340689
trapiku,2,1.003365577,1,1.002340689
tratah,1,1.003531743,1,1
tratis,1,1,1.001170948,1
triasurirs,1,1,1,1.002454825
tribukar,1,1,1,1.002198019
trillanis,7,1.00344866,1.00157688,1.002158557
trubank,1,1.003365577,1,1
trunil,1,1,1.001071835,1
tubag,5,1,1.002027858,1.002454825
tubig,2,1,1.001081523,1.0020334
tugut,1,1.003531743,1,1
tuig,10,1,1.002706789,1
tuiga,1,1.004694908,1,1
tukma,1,1.003531743,1,1
tukud,2,1.003531743,1.001314029,1
tulu,1,1,1,1.002055349
tumaw,2,1,1,1.00211812
tumbuk,1,1,1.001245138,1
tumung,1,1,1,1.002454825
tung,1,1,1.001130615,1
tungud,13,1.00360096,1.002314983,1.002949056
tunul,1,1,1,1.00291137
tuslub,1,1,1.001201299,1
tuud,1,1,1,1.001895716
uakwuud,1,1,1,1.002081289
ubang,4,1.003440433,1.00108176,1.002250646
ubra,1,1,1,1.002112417
ubus,2,1.003745386,1,1.002259164
ugdaw,1,1,1,1.002150463
ugkat,1,1,1.001131671,1
ugma,1,1,1,1.002150463
ukiy,2,1.008018237,1.001438032,1
uktaba,4,1.003869437,1.001201299,1.002198019
uktubri,1,1,1.001438032,1
ulbu,2,1,1.001201299,1.002055349
umaabut,1,1,1.001201299,1
umagad,1,1.003745386,1,1
unang,5,1,1.001314555,1.002233351
undang,1,1,1.001159025,1
unibirsidad,1,1,1.001201299,1
unipurmi,1,1,1,1.002340689
unlini,1,1.00344866,1,1
unsa,5,1,1.001564366,1.002223903
unta,8,1.004694908,1.001312032,1.002713381
unum,3,1.003864076,1.001287828,1
upirasy,3,1,1.001407299,1.002626029
upisina,2,1,1.001657757,1
upisyal,5,1.003864076,1.001385329,1.002454825
uras,2,1,1.001221026,1.002150463
urdinah,1,1,1.001546535,1
usab,12,1.004390542,1.003067619,1.002347921
usmia,2,1,1.001221026,1.0020334
uzamiz,3,1,1.001793133,1.002259164
valladulid,1,1,1.001314029,1
villigasusmina,1,1.003745386,1,1
visayas,1,1,1,1.001950224
vivu,1,1,1,1.0020334
wagtang,1,1,1,1.002454825
wala,13,1.003917686,1.002061636,1.004349087
walay,5,1.004458407,1.001184859,1.002733761
watching,1,1,1.001314029,1
wriathlaying,1,1,1.001221026,1
wung,1,1,1.001081523,1
xxiii,1,1,1.001221026,1
yagyag,2,1,1.001438032,1.0020334
yang,38,1.004489801,1.003875108,1.004219388
yanu,1,1.003416705,1,1
yirkulis,3,1.003531743,1.001314029,1.002112417
yith,1,1.003587132,1,1
zsai,1,1,1.001071835,1
